file_name,extension,data_type,location_tag,latitude,longitude,date,time,device,duration,file_size
MEIL03_20250731_113703_ss002948.wav,.wav,audio,XianVillageYouquanzhaiHostelFront,23.35746,119.498507,2025-07-31,11:37:03,,00:00:20.062,3.5 MB
MEIL-01_20250726_231016_ss000000.wav,.wav,audio,JibeiXikanShanCentralPlatform,23.737376,119.597101,2025-07-26,23:10:16,,00:00:20.053,3.9 MB
MEIL-01_20250617_103150_ss002213.wav,.wav,audio,MagongErduoLuChunHuiYuanPark,23.577842,119.573583,2025-06-17,10:31:50,,00:00:20.053,3.9 MB
MEIL-01_20250721_110845_ss000724.wav,.wav,audio,ShanshuiVillageQuanshanTangTemple,23.512383,119.597364,2025-07-21,11:08:45,,00:00:19.968,3.8 MB
MEIL03_20250809_144919_ss005938.wav,.wav,audio,BaishaTongliangBaoanGong,23.656876,119.557356,2025-08-09,14:49:19,,00:00:19.987,3.5 MB
MEIL-01_20250801_200127_ss001449.wav,.wav,audio,XianVillageYouquanzhaiHostelRear,23.357465,119.498717,2025-08-01,20:01:27,,00:00:20.053,3.9 MB
MEIL-01_20250730_194437_ss002213.wav,.wav,audio,WanganBiqigangKiosk,23.375165,119.509122,2025-07-30,19:44:37,,00:00:20.053,3.9 MB
MEIL-01_20250617_140150_ss002938.wav,.wav,audio,MagongErduoLuChunHuiYuanPark,23.577842,119.573583,2025-06-17,14:01:50,,00:00:19.995,3.8 MB
MEIL-01_20250730_194437_ss000000.wav,.wav,audio,WanganBiqigangKiosk,23.375165,119.509122,2025-07-30,19:44:37,,00:00:20.053,3.9 MB
MEIL-01_20250701_192400_ss002938.wav,.wav,audio,AimenSanShengDianTemple,23.561718,119.636675,2025-07-01,19:24:00,,00:00:19.995,3.8 MB
MEIL-01_20250802_031512_ss002938.wav,.wav,audio,XianVillageYouquanzhaiHostelRear,23.357465,119.498717,2025-08-02,03:15:12,,00:00:19.995,3.8 MB
MEIL03_20250810_045009_ss004443.wav,.wav,audio,BaishaTongliangBaoanGong,23.656876,119.557356,2025-08-10,04:50:09,,00:00:19.969,3.5 MB
MEIL-01_20250617_140150_ss000724.wav,.wav,audio,MagongErduoLuChunHuiYuanPark,23.577842,119.573583,2025-06-17,14:01:50,,00:00:20.053,3.9 MB
normalized_250617-154647_ss000000.WAV,.WAV,audio,MagongPenhuLivingMuseum,23.56687,119.579516,2025-06-17,15:46:47,ZOOM H1essential,00:00:20.053,15.4 MB
MEIL-01_20250701_192400_ss000724.wav,.wav,audio,AimenSanShengDianTemple,23.561718,119.636675,2025-07-01,19:24:00,,00:00:20.053,3.9 MB
MEIL-01_20250802_031512_ss000724.wav,.wav,audio,XianVillageYouquanzhaiHostelRear,23.357465,119.498717,2025-08-02,03:15:12,,00:00:20.053,3.9 MB
MEIL-01_20250615_091939_ss000000.wav,.wav,audio,AimenWaterReservoir,23.5567305,119.6344665,2025-06-15,09:19:39,,00:00:20.053,3.9 MB
MEIL03_20250801_063526_ss001434.wav,.wav,audio,XianVillageYouquanzhaiHostelFront,23.35746,119.498507,2025-08-01,06:35:26,,00:00:20.062,3.5 MB
MEIL-01_20250630_220925_ss002213.wav,.wav,audio,MagongAnshanPagoda,23.556574,119.574373,2025-06-30,22:09:25,,00:00:20.053,3.9 MB
MEIL-01_20250615_091939_ss002213.wav,.wav,audio,AimenWaterReservoir,23.5567305,119.6344665,2025-06-15,09:19:39,,00:00:20.053,3.9 MB
MEIL-01_20250701_073925_ss001449.wav,.wav,audio,MagongAnshanPagoda,23.556574,119.574373,2025-07-01,07:39:25,,00:00:20.053,3.9 MB
